CODIGO DE CLASE,CODIGO DE FAMILIA,DESCRIPCION DE CLASE
271130,2711,271130-CEPILLOS
271131,2711,271131-HERRAMIENTAS DE ARRASTRE
271132,2711,271132-JUEGOS DE HERRAMIENTAS
271133,2711,271133-HERRAMIENTAS MANUALES DE PRECISIÓN
271215,2712,271215-PRENSAS HIDRÁULICAS
271216,2712,271216-PISTONES Y CILINDROS HIDRÁULICOS
271217,2712,271217-ACCESORIOS DE TUBERÍA Y MANGA HIDRÁULICA
271218,2712,271218-HERRAMIENTAS HIDRÁULICAS
271315,2713,271315-HERRAMIENTAS NEUMÁTICAS
271316,2713,271316-ACCESORIOS DE AIRE Y CONECTORES
271317,2713,271317-CILINDROS NEUMÁTICOS Y COMPONENTES
271410,2714,271410-HERRAMIENTAS DE CARROCERÍA
271411,2714,271411-HERRAMIENTAS DE SUSPENSIÓN
301015,3010,301015-ÁNGULOS
301017,3010,301017-VIGAS
301018,3010,301018-CONDUCTOS
301020,3010,301020-HOJA
301022,3010,301022-PLANCHA
301023,3010,301023-PERFILES
301024,3010,301024-VARILLAS
301028,3010,301028-PILOTAJE
301029,3010,301029-PILARES
301031,3010,301031-RIELES
301032,3010,301032-ENREJADO
301035,3010,301035-ALMA DE PANAL
301036,3010,301036-PRODUCTOS ESTRUCTURALES
301037,3010,301037-TRENZA
301038,3010,301038-FIBRAS Y FILAMENTOS MECÁNICOS
301039,3010,301039-EJES
301115,3011,301115-CONCRETO Y MORTEROS
301116,3011,301116-CEMENTO Y CAL
301117,3011,301117-YESOS
301118,3011,301118-AGREGADOS
301119,3011,301119-ELEMENTOS PARA REFORZAR CONCRETO
301215,3012,301215-DERIVADOS BITUMINOSOS
301216,3012,301216-ASFALTOS
301217,3012,301217-MATERIALES DE CONSTRUCCIÓN DE CAMINOS Y CARRILERAS
301218,3012,301218-MATERIALES DE ARQUITECTURA PAISAJÍSTICA
301219,3012,301219-MATERIALES PARA ESTABILIZACIÓN Y REFUERZO DE SUELOS
301315,3013,301315-BLOQUES
301316,3013,301316-LADRILLOS
301317,3013,301317-AZULEJOS Y BALDOSAS
301415,3014,301415-AISLAMIENTO TÉRMICO
301416,3014,301416-AISLAMIENTO ESPECIAL
301417,3014,301417-CAPAS DE SELLAMIENTO DE AISLAMIENTO
301515,3015,301515-MATERIAL PARA TEJADOS Y TECHOS
301516,3015,301516-ACCESORIOS PARA TEJADOS
301517,3015,301517-CANALONES DE TEJADO Y ACCESORIOS
301518,3015,301518-MATERIALES PARA REVESTIMIENTO DE PAREDES Y EXTERIOR
301519,3015,301519-MATERIALES Y PRODUCTOS PARA ACABADOS
301520,3015,301520-CERCADO
301521,3015,301521-SUPERFICIE
301615,3016,301615-MATERIALES PARA ACABADOS DE PAREDES
301616,3016,301616-MATERIALES PARA TECHOS
301617,3016,301617-SUELOS
301618,3016,301618-EBANISTERÍA
301619,3016,301619-MOLDEADO Y CARPINTERÍA MECÁNICA
301620,3016,301620-MOLDURAS Y CARPINTERÍA
301621,3016,301621-LAMINADOS INTERIORES
301622,3016,301622-MOSTRADORES
301623,3016,301623-ACCESORIOS PARA GABINETES
301624,3016,301624-MUROS DIVISORIOS
301715,3017,301715-PUERTAS
301716,3017,301716-VENTANAS
301717,3017,301717-PRODUCTOS DE CRISTAL
301718,3017,301718-CLARABOYAS
301719,3017,301719-MARCOS DE VENTANAS
301720,3017,301720-PUERTAS
301721,3017,301721-PUERTAS PARA GARAJE Y OPERADORES
301815,3018,301815-PORCELANA SANITARIA
301816,3018,301816-INSTALACIONES RESIDENCIALES NO SANITARIAS
301817,3018,301817-GRIFOS
301818,3018,"301818-CABEZAS, CHORROS Y PARTES Y ACCESORIOS DE GRIFOS Y DUCHAS"
301915,3019,301915-ESCALERAS Y ANDAMIOS
301916,3019,301916-ESCALERAS Y ACCESORIOS DE ANDAMIAJE
301917,3019,301917-COBERTIZOS Y REMOLQUES DE CONSTRUCCIÓN
301918,3019,301918-EQUIPOS Y MATERIALES PARA CONSTRUCCIONES TEMPORALES Y APOYO AL MANTENIMIENTO
302415,3024,302415-COMPONENTES DE CONSOLIDACIÓN DE ESTRUCTURAS PORTÁTILES
302416,3024,"302416-COMPONENTES ESTRUCTURALES DE TRIBUNAS, GRADAS Y ESCALERA"
302417,3024,"302417-COMPONENTES SOPORTE Y COBERTURA DE TIENDAS, CARPAS Y ESTRUCTURAS DE MEMBRANA"
302515,3025,302515-ESTRUCTURAS DE SOPORTE DE TECHOS BAJO TIERRA
302615,3026,302615-BARRAS DE LATÓN
302616,3026,302616-LÁMINAS DE LATÓN
302617,3026,"302617-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE LATÓN"
302618,3026,302618-BARRAS Y LÁMINAS DE MAGNESIO
302619,3026,"302619-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE MAGNESIO"
302620,3026,302620-BARRAS Y LÁMINAS DE TITANIO
302621,3026,"302621-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE TITANIO"
302622,3026,302622-BARRAS DE COBRE
302623,3026,302623-LÁMINAS DE COBRE
302624,3026,"302624-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE COBRE"
302625,3026,302625-BARRAS DE BRONCE
302626,3026,302626-LÁMINAS DE BRONCE
302627,3026,"302627-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE BRONCE"
302628,3026,302628-BARRAS Y LÁMINAS DE ZINC
302629,3026,"302629-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE ZINC"
302630,3026,302630-BARRAS DE ESTAÑO
302631,3026,302631-LÁMINAS DE ESTAÑO
302632,3026,"302632-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE ESTAÑO"
302633,3026,302633-BARRAS DE PLOMO
302634,3026,302634-LÁMINAS DE PLOMO
302635,3026,"302635-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE PLOMO"
302636,3026,302636-BARRAS DE ACERO AL CARBÓN
302637,3026,302637-BARRAS DE ALEACIÓN DE ACERO
302638,3026,302638-BARRAS DE ACERO DE HERRAMIENTA
302639,3026,302639-BARRAS DE ACERO ESPECIAL
302640,3026,302640-LÁMINAS DE ACERO AL CARBÓN
302641,3026,302641-LÁMINAS DE ALEACIÓN DE ACERO
302642,3026,302642-LÁMINAS DE ACERO DE HERRAMIENTA
302643,3026,302643-LÁMINAS DE ACERO ESPECIAL
302644,3026,"302644-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE AL CARBÓN"
302645,3026,302645-BARRAS DE ACERO INOXIDABLE
302646,3026,302646-LÁMINAS DE ACERO INOXIDABLE
302647,3026,302647-ALAMBRE DE ACERO INOXIDABLE
302648,3026,302648-BANDAS DE ACERO INOXIDABLE
302649,3026,302649-BARRAS DE ALUMINIO
302650,3026,302650-LÁMINAS DE ALUMINIO
302651,3026,302651-ALAMBRE DE ALUMINIO
302652,3026,302652-BANDAS Y LINGOTES DE ALUMINIO
302653,3026,302653-BARRAS DE HIERRO
302654,3026,302654-LÁMINAS DE HIERRO
302655,3026,"302655-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE HIERRO"
302656,3026,302656-BARRAS Y LÁMINAS DE ALEACIONES FERROSAS
302657,3026,"302657-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE ALEACIONES FERROSAS"
302658,3026,302658-BARRAS Y LÁMINAS PLÁSTICAS
302659,3026,302659-ALAMBRE Y BANDAS DE PLÁSTICO
302660,3026,302660-BARRAS DE METALES PRECIOSOS Y METALES ESPECIALES
302661,3026,302661-LÁMINAS DE METALES PRECIOSOS Y METALES ESPECIALES
302662,3026,"302662-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE METALES PRECIOSOS Y METALES ESPECIALES"
302663,3026,302663-MATERIALES ESTRUCTURALES DE MADERA
302664,3026,302664-BARRAS Y LÁMINAS DE MATERIALES ESPECIALES
302665,3026,"302665-LINGOTES, BANDAS, PALANQUILLAS Y ALAMBRES DE  MATERIALES ESPECIALES"
302666,3026,302666-LÁMINAS Y LINGOTES DE NÍCKEL
302667,3026,302667-TRASMISIONES
311016,3110,311016-MOLDEOS EN ARENA
311017,3110,311017-PIEZAS FUNDIDAS EN MOLDE PERMANENTE
311018,3110,311018-PIEZAS FUNDIDAS POR MOLDEO EN CÁSCARA
311019,3110,311019-PIEZAS FUNDIDAS A LA CERA PERDIDA
311020,3110,311020-PIEZAS DE FUNDICIÓN CENTRÍFUGA
311021,3110,311021-PIEZAS FUNDIDAS EN MOLDE CERÁMICO
311022,3110,311022-PIEZAS FUNDIDAS EN MOLDE DE GRAFITO
311023,3110,311023-PIEZAS FUNDIDAS EN MOLDE DE YESO
311024,3110,311024-FUNDICIONES EN V
311025,3110,311025-FUNDICIONES CON TROQUEL Y ENSAMBLES DE FUNDICIONES PERMANENTES DE BAJA PRESIÓN
311026,3110,311026-FUNDICIONES CON TROQUEL Y ENSAMBLES DE FUNDICIONES  DE ALTA PRESIÓN
311027,3110,311027-FUNDICIONES Y ENSAMBLES DE FUNDICIONES POR APRIETE
311028,3110,311028-FUNDICIONES CON TROQUEL Y ENSAMBLES DE FUNDICIONES SEMI - SÓLIDAS
311029,3110,311029-MOLDEOS CON TROQUEL Y ENSAMBLES DE FUNDICIONES PERMANENTES A GRAVEDAD
311115,3111,311115-EXTRUSIONES DE PERFILES
311116,3111,311116-EXTRUSIONES POR PERCUSIÓN
311117,3111,311117-EXTRUSIONES EN FRÍO
311210,3112,311210-PIEZAS FUNDIDAS MECANIZADAS DE PROCESO V
311211,3112,311211-FUNDICIONES A TROQUEL MECANIZADAS
311212,3112,311212-FUNDICIONES EN ARENA MECANIZADAS
311213,3112,311213-FUNDICIONES DE MOLDE PERMANENTE MECANIZADAS
311214,3112,311214-FUNDICIONES DE MOLDE DE YESO MECANIZADAS
311215,3112,311215-FUNDICIONES DE MOLDE DE CONCHA
311216,3112,311216-PIEZAS FUNDIDAS MECANIZADAS DE INVERSIÓN
311217,3112,311217-PIEZAS FUNDIDAS CENTRÍFUGAS MECANIZADAS
311218,3112,311218-FUNDICIONES LABRADAS DE MOLDE DE CERÁMICA
311219,3112,311219-FUNDICIONES LABRADAS DE MOLDE DE GRAFITO
311220,3112,311220-FUNDICIONES Y ENSAMBLES DE FUNDICIONES MAQUINADAS POR APRIETE
311221,3112,311221-FUNDICIONES Y ENSAMBLES DE FUNDICIONES MAQUINADAS SEMI - SÓLIDAS
311222,3112,311222-FUNDICIONES Y ENSAMBLES DE FUNDICIONES MAQUINADAS POR GRAVEDAD PERMANENTE
311320,3113,311320-COMPONENTES DE METAL EN POLVO
311321,3113,311321-FORJAS DE ACERO
311322,3113,311322-FORJAS DE LATÓN
311323,3113,311323-FORJAS DE ALUMINIO
311324,3113,311324-FORJAS DE ALEACIONES NO FERROSAS
311325,3113,311325-FORJAS DE ALEACIONES FERROSAS
311326,3113,311326-FORJAS DE ACERO INOXIDABLE
311327,3113,311327-FORJAS DE HIERRO
311328,3113,311328-FORJAS DE MAGNESIO
311329,3113,311329-FORJAS DE TITANIO
311330,3113,311330-FORJAS DE BERILIO
311331,3113,311331-FORJAS DE COBRE
311332,3113,311332-FORJAS DE ZINC
311333,3113,311333-FORJAS DE BRONCE
311334,3113,311334-FORJAS DE ESTAÑO
311335,3113,311335-FORJAS DE PLOMO
311336,3113,311336-FORJAS DE METALES PRECIOSOS
311337,3113,311337-METALES EN POLVOS Y ALEACIONES DE METAL
311415,3114,311415-MOLDURAS POR INYECCIÓN
311416,3114,311416-MOLDURAS AL VACÍO
311417,3114,311417-MOLDEADOS POR INYECCIÓN DE AIRE
311418,3114,311418-MOLDEOS POR INYECCIÓN Y REACCIÓN (RIM)
311419,3114,311419-MOLDEADOS DE INYECCIÓN CON INSERCIÓN
311420,3114,311420-ENSAMBLES DE MOLDEADOS TERMOPLÁSTICOS
311421,3114,311421-ENGASTES DE MOLDEADO TERMOPLÁSTICO
311422,3114,311422-ENSAMBLES DE ENGASTES TERMOPLÁSTICO MOLDEADO POR DISPARO MÚLTIPLE
311423,3114,311423-ENSAMBLES DE ENGASTES TERMOPLÁSTICO MOLDEADO POR INYECCIÓN
311424,3114,311424-ENSAMBLES DE MOLDEADO TERMOFRAGUADO 
311425,3114,311425-ENGASTES DE MOLDEADO TERMOFRAGUADO
311426,3114,311426-ENSAMBLES DE ENGASTE TERMOFRAGUADO MOLDEADO POR DISPARO MÚLTIPLE
311427,3114,311427-ENSAMBLES DE ENGASTE TERMOFRAGUADO MOLDEADO
311428,3114,311428-MOLDEADOS POR INMERSIÓN
311429,3114,311429-MOLDEADOS DECORADOS EN EL MOLDE POR INYECCIÓN
311430,3114,311430-MOLDEADOS ASISTIDOS POR GAS
311431,3114,311431-ENSAMBLES DE MOLDEADO TERMOPLÁSTICO TERMINADOS
311432,3114,311432-MOLDEADOS DECORADOS POR INYECCIÓN POST MOLDEADO
311515,3115,311515-CUERDAS
311516,3115,311516-CADENAS
311517,3115,311517-CABLE MECÁNICO
311518,3115,311518-ALAMBRE MECÁNICO
311519,3115,311519-CORREAS
311520,3115,311520-CABLE DE SEGURIDAD
311521,3115,311521-CORDONES
311522,3115,311522-ALAMBRES NO ELÉCTRICOS DE HIERRO Y ACERO
311523,3115,311523-ALAMBRES NO ELÉCTRICOS DE METALES NO FERROSOS
311615,3116,311615-TORNILLOS
311616,3116,311616-PERNOS
311617,3116,311617-TUERCAS
311618,3116,311618-ARANDELAS
311619,3116,311619-MUELLES
311620,3116,311620-CLAVOS
311621,3116,311621-ANCLAS
311622,3116,311622-REMACHES
311623,3116,311623-FERRETERÍA DE MONTAJE
311624,3116,311624-FIJADORES VARIOS
311625,3116,311625-SOPORTES Y PUNTALES
311626,3116,311626-GANCHOS
311627,3116,311627-ROLDANAS PIVOTANTES Y RUEDAS
311628,3116,311628-FERRETERÍA EN GENERAL
311629,3116,311629-MORDAZAS
311630,3116,311630-EMBRAGUES
311631,3116,311631-CONECTORES
311632,3116,311632-HERRAJE DE RETENCIÓN
311633,3116,311633-ESPACIADORES
311634,3116,311634-REDES DE METAL Y ESTRUCTURAS DE CRIBADO
311715,3117,311715-RODAMIENTOS
311716,3117,311716-COJINETES
311717,3117,311717-ENGRANAJES
311718,3117,311718-RUEDAS INDUSTRIALES
311719,3117,311719-RUEDAS DENTADAS
311817,3118,311817-EMBALAJES Y EMPAQUETADURAS
311818,3118,311818-CUBIERTAS AUTOMOTRICES
311915,3119,311915-ABRASIVOS Y MEDIOS DE ABRASIVO
311916,3119,311916-RUEDAS ABRASIVAS
312015,3120,312015-CINTA ADHESIVA
312016,3120,312016-OTROS ADHESIVOS Y SELLADORES
312115,3121,312115-PINTURAS Y TAPA POROS
312116,3121,312116-ADITIVOS PARA PINTURAS
312117,3121,312117-ACABADOS EN GENERAL
312118,3121,312118-DISOLVENTES Y DILUYENTES PARA PINTURAS
312119,3121,312119-APLICADORES DE PINTURA Y ACCESORIOS PARA PINTAR
312216,3122,312216-PRODUCTOS PARA CURTIDOS
312311,3123,312311-MATERIAL EN BARRA LABRADA
312312,3123,312312-MATERIAL EN PLACAS LABRADO
312314,3123,312314-SUPLEMENTOS
312415,3124,312415-LENTES Y PRISMAS
312416,3124,312416-CRISTALES ÓPTICOS
312417,3124,312417-ESPEJOS
312418,3124,312418-FILTROS ÓPTICOS
312419,3124,312419-BÓVEDAS ÓPTICAS
312420,3124,312420-VENTANAS DE LÁSER Y LENTES
312421,3124,312421-ACCESORIOS DE DISPOSITIVOS ÓPTICOS
312422,3124,312422-COMPONENTES ÓPTICOS VARIADOS
312515,3125,312515-ACTIVADORES
312516,3125,312516-COMPONENTES DE ROBOT
312615,3126,312615-CUBIERTAS Y CAJAS
312616,3126,312616-CASCOS Y ENVOLTURAS
312617,3126,312617-CERRAMIENTOS O ALOJAMIENTOS INSONORIZANTES
312716,3127,312716-PIEZAS HECHAS CON TORNO DE ROSCAR
312815,3128,312815-COMPONENTES ESTAMPADOS
312817,3128,312817-COMPONENTES SOLDADOS
312818,3128,312818-COMPONENTES PERFORADOS
312819,3128,312819-COMPONENTES FORMADOS POR ESTIRAJE
312820,3128,312820-COMPONENTES HIDRO FORMADOS
312821,3128,312821-COMPONENTES FORMADOS CON ROTACIÓN
312822,3128,312822-COMPONENTES FORMADOS CON RODILLO
312823,3128,312823-COMPONENTES FORMADOS POR ESTIRAMIENTO POR PRESIÓN
312824,3128,312824-COMPONENTES FORMADOS DE EXPLOSIVOS
312911,3129,312911-ESTIRAMIENTOS POR PRESIÓN HIDROSTÁTICA LABRADOS
312912,3129,312912-ESTIRAMIENTOS POR PRESIÓN DE IMPACTO LABRADOS
312913,3129,312913-ESTIRAMIENTOS POR PRESIÓN EN FRÍO LABRADOS
312914,3129,312914-ESTIRAMIENTOS POR PRESIÓN EN CALIENTE LABRADOS
313011,3130,313011-FORJAS LABRADAS CON TROQUEL ABIERTO
313012,3130,313012-FORJAS LABRADAS CON TROQUEL CERRADO
313013,3130,313013-FORJAS LABRADAS DE TROQUEL DE IMPRESIÓN
313014,3130,313014-FORJAS LABRADAS POR REDUCCIÓN
313015,3130,313015-FORJAS LABRADAS DE ANILLO CILINDRADO
313111,3131,313111-CONJUNTOS DE TUBERÍA SOLDADA DE SOLVENTE
313112,3131,313112-CONJUNTOS DE TUBERÍA REMACHADA
313113,3131,313113-CONJUNTOS EMPERNADOS DE TUBERÍA
313114,3131,313114-CONJUNTOS DE TUBERÍAS SOLDADAS CON ULTRA VIOLETA UV
313115,3131,313115-CONJUNTOS DE TUBERÍA SOLDADO O SOLDADO CON LATÓN
313116,3131,313116-CONJUNTOS DE TUBERÍA SOLDADA SÓNICA
313117,3131,313117-CONJUNTOS DE TUBERÍA PEGADA
313211,3132,313211-CONJUNTOS LIGADOS DE MATERIAL EN BARRAS
313212,3132,313212-CONJUNTOS SOLDADOS DE SOLVENTE DE MATERIAL EN BARRAS
313213,3132,313213-CONJUNTOS REMACHADOS DE MATERIAL EN BARRAS
313214,3132,313214-CONJUNTOS SOLDADOS O SOLDADOS EN FUERTE DE MATERIAL EN BARRAS
313215,3132,313215-CONJUNTOS DE BARRAS SOLDADAS CON ULTRA VIOLETA UV
313216,3132,313216-CONJUNTOS SÓNICOS SOLDADOS DE MATERIAL EN BARRAS
313217,3132,313217-CONJUNTOS EMPERNADOS DE MATERIAL EN BARRAS
313311,3133,313311-CONJUNTOS ESTRUCTURALES CON ACABADO LIGADO
313312,3133,313312-CONJUNTOS ESTRUCTURALES EMPERNADOS
313313,3133,313313-CONJUNTOS ESTRUCTURALES SOLDADO SÓNICO
313314,3133,313314-CONJUNTOS ESTRUCTURALES SOLDADOS CON ULTRA VIOLETA UV
313315,3133,313315-CONJUNTOS ESTRUCTURALES SOLDADO DE SOLVENTE
313316,3133,313316-CONJUNTOS ESTRUCTURALES SOLDADO O SOLDADO CON LATÓN
313317,3133,313317-CONJUNTOS ESTRUCTURALES REMACHADOS
313411,3134,313411-CONJUNTOS DE PLACA SOLDADO O SOLDADO CON LATÓN
313412,3134,313412-CONJUNTOS REMACHADOS DE PLACA
313413,3134,313413-CONJUNTOS DE LÁMINAS SOLDADAS CON ULTRA VIOLETA UV
313414,3134,313414-CONJUNTOS DE LÁMINA SOLDADA SÓNICA
313415,3134,313415-CONJUNTOS DE LÁMINA SOLDADA DE SOLVENTE
313416,3134,313416-CONJUNTOS DE LÁMINA CON ACABADO LIGADO
313417,3134,313417-CONJUNTOS DE LÁMINA EMPERNADA
313511,3135,313511-CONJUNTOS DE TUBOS SOLDADOS CON ULTRA VIOLETA UV
313512,3135,313512-CONJUNTOS DE TUBERÍA SOLDADA O SOLDADA CON LATÓN
313513,3135,313513-CONJUNTOS DE TUBERÍA REMACHADA
313514,3135,313514-CONJUNTOS DE TUBERÍA LIGADA
313515,3135,313515-CONJUNTOS DE TUBERÍA EMPERNADOS
313516,3135,313516-CONJUNTOS DE TUBERÍA SOLDADA DE SOLVENTE
313517,3135,313517-CONJUNTOS DE TUBERÍA SOLDADA SÓNICA
313611,3136,313611-CONJUNTOS DE PLACA LIGADOS
313612,3136,313612-CONJUNTOS DE PLACA EMPERNADOS
313613,3136,313613-CONJUNTOS DE PLACA SOLDADOS DE SOLVENTE
313614,3136,313614-CONJUNTOS DE PLACAS SOLDADAS O SOLDADAS CON LATÓN
313615,3136,313615-CONJUNTOS DE PLACAS SOLDADAS CON ULTRA VIOLETA UV
313616,3136,313616-CONJUNTOS DE PLACAS SOLDADAS CON SÓNICO
313617,3136,313617-CONJUNTOS DE PLACAS REMACHADAS
313710,3137,313710-PRODUCTOS DE FIBRA DE CERÁMICA
313711,3137,313711-LADRILLOS REFRACTARIOS
313712,3137,313712-COMPUESTOS PARA MOLDEAR
313713,3137,313713-REFRACTARIOS FORMADOS
313714,3137,313714-LOSETAS REFRACTARIAS
313811,3138,313811-IMANES FUNDIDOS Y ENSAMBLES MAGNÉTICOS
313812,3138,313812-IMANES SINTERIZADOS Y ENSAMBLES MAGNÉTICOS
313813,3138,313813-IMANES PRENSADOS Y ENSAMBLES MAGNÉTICOS
313814,3138,313814-IMANES PEGADOS CON PLÁSTICO Y ENSAMBLES MAGNÉTICOS
313815,3138,313815-IMANES MOLDEADOS POR INYECCIÓN Y ENSAMBLES MAGNÉTICOS
313915,3139,313915-MAQUINADOS DE PRECISIÓN ESTÁNDAR
313916,3139,313916-MAQUINADOS DE PRECISIÓN MEDIA
313917,3139,313917-MAQUINADOS DE PRECISIÓN ALTA
314015,3140,314015-EMPAQUES MOLDEADOS
314016,3140,314016-EMPAQUES TROQUELADOS
314017,3140,314017-EMPAQUES ESTAMPADOS
314018,3140,314018-EMPAQUES CORTADOS CON CHORRO DE AGUA
314019,3140,314019-EMPAQUES LÍQUIDOS
314115,3141,314115-SELLOS TORNEADOS
314116,3141,314116-SELLOS TROQUELADOS
314117,3141,314117-SELLOS MECÁNICOS
314118,3141,314118-SELLOS DE DIAFRAGMA
314119,3141,314119-SELLOS MOLDEADOS
314215,3142,314215-SELLOS SINTERIZADOS
321015,3210,321015-CONJUNTOS DE CIRCUITOS Y COMPONENTES DE RADIOFRECUENCIA (RF)
321016,3210,321016-CIRCUITOS INTEGRADOS
321115,3211,321115-DIODOS
321116,3211,321116-TRANSISTORES
321117,3211,321117-APARATOS SEMICONDUCTORES
321215,3212,321215-CAPACITORES
321216,3212,321216-RESISTORES
321217,3212,321217-COMPONENTES DISCRETOS
321218,3212,321218-FILTROS DE SEÑALES
321219,3212,321219-RESONADORES
321310,3213,"321310-ACCESORIOS, MATERIAS PRIMAS Y PIEZAS DE COMPONENTES ELECTRÓNICOS"
321410,3214,321410-TUBOS ELECTRÓNICOS
321411,3214,321411-PIEZAS Y ACCESORIOS DE TUBOS ELECTRÓNICOS
321515,3215,321515-DISPOSITIVOS DE CONTROL DE INDICACIÓN Y DE SEÑALIZACIÓN
321516,3215,321516-SUBSISTEMAS PROGRAMABLES DE CONTROLADOR LÓGICO
321517,3215,321517-CONTROLADORES LÓGICOS PROGRAMABLES
321518,3215,321518-DISPOSITIVOS DE CONTROL DE SEGURIDAD
321519,3215,321519-DISPOSITIVOS DE AUTOMATIZACIÓN DE CONTROL DE LA CONECTIVIDAD
321520,3215,321520-CONTROL DE PROCESOS O SISTEMAS EMPAQUETADOS DE AUTOMATIZACIÓN
391016,3910,391016-LÁMPARAS Y BOMBILLAS
391018,3910,391018-COMPONENTES Y ACCESORIOS DE LÁMPARA
391019,3910,391019-BALASTOS DE LÁMPARAS Y TRANSFORMADORES DE LÁMPARAS
391115,3911,391115-ILUMINACIÓN DE INTERIORES Y ARTEFACTOS
391116,3911,391116-ILUMINACIÓN EXTERIOR Y ARTEFACTOS
391117,3911,391117-ALUMBRADO DE EMERGENCIA
391118,3911,391118-ACCESORIOS DE ILUMINACIÓN
391119,3911,391119-SEÑALIZACIÓN E ILUMINACIÓN DE EMPLAZAMIENTOS PELIGROSOS
391120,3911,391120-PROYECTORES MÓVILES
391121,3911,391121-ILUMINACIÓN ÓPTICA
391122,3911,391122-DISPOSITIVOS DE EFECTOS ESPECIALES
391123,3911,391123-ILUMINACIÓN Y ACCESORIOS DE ESCENARIOS Y ESTUDIOS
391124,3911,391124-DISPOSITIVOS PARA MANEJO DE LUCES Y CONTROL DE ESCENARIOS Y ESTUDIOS
391125,3911,391125-LUMINARIAS DE ESCENARIOS Y ESTUDIOS
391126,3911,391126-DISPOSITIVOS DE ILUMINACIÓN NO - ELÉCTRICA
391210,3912,391210-EQUIPAMIENTO PARA DISTRIBUCIÓN Y CONVERSIÓN DE ALIMENTACIÓN
391211,3912,391211-CENTROS DE CONTROL Y DISTRIBUCIÓN Y ACCESORIOS
391213,3912,"391213-CUADROS, REGISTROS Y MENAJE PARA ELECTRICIDAD"
391214,3912,"391214-LENGÜETAS DE CONEXIÓN, CONECTADORES Y TERMINALES"
391215,3912,"391215-CONMUTADORES, CONTROLES Y RELÉS Y ACCESORIOS"
391216,3912,391216-DISPOSITIVOS Y ACCESORIOS PARA LA PROTECCIÓN DE CIRCUITOS
391217,3912,391217-FERRETERÍA ELÉCTRICA Y SUMINISTROS
391218,3912,391218-INSTALACIONES DE EDIFICIOS INTELIGENTES - IBI
391219,3912,391219-DISPOSITIVOS Y ACCESORIOS DE SEGURIDAD ELÉCTRICA
391220,3912,391220-UNIDADES ELÉCTRICAS DE VELOCIDADES VARIABLES
391221,3912,391221-EQUIPO DE TRANSMISIÓN Y DISTRIBUCIÓN ELÉCTRICA
391222,3912,391222-INTERRUPTORES ELÉCTRICOS Y ACCESORIOS
391223,3912,391223-RELÉS ELÉCTRICOS Y ACCESORIOS
391315,3913,391315-MARCADORES DE ALAMBRE Y DISPOSITIVOS PARA MARCAR ALAMBRE
391316,3913,391316-DISPOSITIVOS DE PROTECCIÓN DE ALAMBRE
391317,3913,"391317-CONDUCTOS ELÉCTRICOS, ELECTRODUCTOS Y CABLES AÉREOS"
401015,4010,401015-VENTILACIÓN
401016,4010,401016-CIRCULACIÓN DEL AIRE Y PIEZAS Y ACCESORIOS
401017,4010,401017-ENFRIAMIENTO
401018,4010,401018-EQUIPO DE CALEFACCIÓN Y PIEZAS Y ACCESORIOS
401019,4010,401019-CONTROL DE HUMEDAD
401020,4010,401020-CALDERAS
401021,4010,401021-CHIMENEAS Y ACCESORIOS
401416,4014,401416-VÁLVULAS
401417,4014,401417-MATERIAL DE FERRETERÍA Y ACCESORIOS
401419,4014,401419-CONDUCTOS
401420,4014,401420-MANGUERAS
401422,4014,401422-REGULADORES DE GAS Y FLUIDO
401425,4014,401425-INTERCEPTORES Y COLADORES
401515,4015,401515-BOMBAS
401516,4015,401516-COMPRESORES
401517,4015,401517-PIEZAS Y ACCESORIOS DE BOMBA
401518,4015,401518-PARTES O ACCESORIOS DE COMPRESORES
401615,4016,401615-FILTROS
401616,4016,401616-PURIFICACIÓN
401617,4016,401617-SEPARADORES
401618,4016,401618-MEDIOS DE FILTRADO
401715,4017,401715-TUBOS Y TUBERÍAS COMERCIALES
401716,4017,401716-TUBOS Y TUBERÍAS INDUSTRIALES
401717,4017,401717-ADAPTADORES DE TUBOS
401718,4017,401718-ANILLOS FRONTALES DE ÁNGULOS DE TUBOS
401719,4017,401719-BRIDAS DE RESPALDO PARA TUBOS
401720,4017,401720-DEFLECTORES PARA TUBOS
401721,4017,401721-CODOS PARA TUBOS
401722,4017,401722-BRIDAS CIEGAS PARA TUBOS
401723,4017,401723-CASQUILLOS PARA TUBOS
401724,4017,401724-TAPAS PARA TUBOS
401725,4017,401725-CONECTORES DE TUBOS
401726,4017,401726-ACOPLES DE TUBOS
401727,4017,401727-CRUCES DE TUBOS
401728,4017,401728-CODOS DE TUBOS
